"asset_id","product_family","asset_type","source_url","source_page","original_filename","local_path","captured_at","file_hash","license_basis","usage_pages","alt_text","status","notes","source_bytes","source_archive_path","local_file_hash","local_bytes","local_width","local_height","pipeline_action"
"ke-surface-ps14","yuzey-ps14-bute","surface-icon","https://www.kastamonuentegre.com/uploads/2022/12/bute-1.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","bute-1.svg","public/images/products/kastamonu-entegre/yuzeyler/ps14-bute.webp","2026-07-26","sha256:5d5cfd95f2140397234c51c997b262a5ef7461235c7f2063e1f4a00f2f4d35f1","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS14 Bute yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","11923","assets/kastamonu-entegre/original/yuzey-ps14-bute/bute-1.svg","sha256:4688ee893eafeacd55d9d1ff0bf8367a89d1b04f38f0df9e22eb259b9e84bda8","14882","512","512","optimize-and-archive"
"ke-surface-ps16","yuzey-ps16-kumas","surface-icon","https://www.kastamonuentegre.com/uploads/2024/09/ps16-kumasg.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","ps16-kumasg.svg","public/images/products/kastamonu-entegre/yuzeyler/ps16-kumas.webp","2026-07-26","sha256:2c4235ad1ad87cb4823d489fda0ae5c04ca31d767c8911f9d550b0fc1c51e860","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS16 Kumaş yüzey örneği","onaylı","Kaynak dosya adındaki 'kumasg' yazımı korunmuştur.","666457","assets/kastamonu-entegre/original/yuzey-ps16-kumas/ps16-kumasg.svg","sha256:3f82e20fb21be31aa520fd7b025d024af64231fdf2887e73ac020cd9a8a5ce95","36514","512","512","optimize-and-archive"
"ke-surface-ps19","yuzey-ps19-freze","surface-icon","https://www.kastamonuentegre.com/uploads/2024/09/ps19-freze.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","ps19-freze.svg","public/images/products/kastamonu-entegre/yuzeyler/ps19-freze.webp","2026-07-26","sha256:bb8482babe7de746dff185e71448835c3e7b6513fbea32c37dc547f8a08d564a","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS19 Freze yüzey örneği","onaylı","Resmî sayfada listelenen ek yüzey.","638181","assets/kastamonu-entegre/original/yuzey-ps19-freze/ps19-freze.svg","sha256:03f6a20c4e297ef064e5e51ba5434071fc5b94199c8c64c187201d2f7b09772b","40818","512","512","optimize-and-archive"
"ke-surface-ps22","yuzey-ps22-wood","surface-icon","https://www.kastamonuentegre.com/uploads/2022/12/wood-1.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","wood-1.svg","public/images/products/kastamonu-entegre/yuzeyler/ps22-wood.webp","2026-07-26","sha256:25939653f7fbbdb2eb598695693af569164c9d9ccb220a70192fb50001868967","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS22 Wood yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","12155","assets/kastamonu-entegre/original/yuzey-ps22-wood/wood-1.svg","sha256:52f44723746d74d30de3e538290399d72cecfb4926ba506e2c7683efdbff2364","14030","512","512","optimize-and-archive"
"ke-surface-ps27","yuzey-ps27-charm","surface-icon","https://www.kastamonuentegre.com/uploads/2022/12/register-1.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","register-1.svg","public/images/products/kastamonu-entegre/yuzeyler/ps27-charm.webp","2026-07-26","sha256:b0b04761ff87b0f1ffa2132ee2b571da084a294b6ea17f2c49413cc120667090","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS27 Charm senkronize yüzey örneği","onaylı","Senkronize yüzey niteliği adla birlikte gösterilecek.","11135","assets/kastamonu-entegre/original/yuzey-ps27-charm/register-1.svg","sha256:3c6fb096997b3a01b3e003bd0a592c950d51c159c1042fac79794b219c79c708","12996","512","512","optimize-and-archive"
"ke-surface-ps28","yuzey-ps28-grove","surface-icon","https://www.kastamonuentegre.com/uploads/2022/12/emboss-1.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","emboss-1.svg","public/images/products/kastamonu-entegre/yuzeyler/ps28-grove.webp","2026-07-26","sha256:b1a0db403e3d82a705d5cb8edba0f38deb0c38fbe7afeb9265741629e8356851","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS28 Grove senkronize yüzey örneği","onaylı","Senkronize yüzey niteliği adla birlikte gösterilecek.","11579","assets/kastamonu-entegre/original/yuzey-ps28-grove/emboss-1.svg","sha256:3a7b27781d9bd47536f640102d0bd1329f63cbbdb877ae1fe7611996c6ace602","14164","512","512","optimize-and-archive"
"ke-surface-ps30","yuzey-ps30-paint","surface-icon","https://www.kastamonuentegre.com/uploads/2024/11/paint-yuzey-svg.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","paint-yuzey-svg.svg","public/images/products/kastamonu-entegre/yuzeyler/ps30-paint.webp","2026-07-26","sha256:d1f0f81fc8f4f9fcf0faee1a005e02a3fca5e24c4526a046081c56b0d42303c9","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS30 Paint yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","82514","assets/kastamonu-entegre/original/yuzey-ps30-paint/paint-yuzey-svg.svg","sha256:bf3a1eaee1febb2ff0a1b51757a2f3be2e8a9ac1660e92608bbd11c449b9580e","4072","512","512","optimize-and-archive"
"ke-surface-ps33","yuzey-ps33-stone","surface-icon","https://www.kastamonuentegre.com/uploads/2022/12/stone.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","stone.svg","public/images/products/kastamonu-entegre/yuzeyler/ps33-stone.webp","2026-07-26","sha256:0ed6dfab069f8ba4d33514d567aa5bc3bad24ffa84fc7984901868eefc047559","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS33 Stone yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","9915","assets/kastamonu-entegre/original/yuzey-ps33-stone/stone.svg","sha256:82d5f75caec1338798351ca49241aa97297d23dbb64349477ce64702b26a3315","11112","512","512","optimize-and-archive"
"ke-surface-ps37","yuzey-ps37-veneer","surface-icon","https://www.kastamonuentegre.com/uploads/2022/12/veneer.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","veneer.svg","public/images/products/kastamonu-entegre/yuzeyler/ps37-veneer.webp","2026-07-26","sha256:c964a64bfb0b48e5c7005c24008d536445d595998753368618a0f0f058cd550c","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS37 Veneer yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","9115","assets/kastamonu-entegre/original/yuzey-ps37-veneer/veneer.svg","sha256:13de19b87265844dd426970435d686d701c28273db261e4b8bcfd95833a9b176","10944","512","512","optimize-and-archive"
"ke-surface-ps60","yuzey-ps60-magma","surface-icon","https://www.kastamonuentegre.com/uploads/2024/09/ps60-magma.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","ps60-magma.svg","public/images/products/kastamonu-entegre/yuzeyler/ps60-magma.webp","2026-07-26","sha256:0c414e9d2d3f95332396f0bf1b1b69879b124342f945237ce12db5d4a8ac3503","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS60 Magma yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","576819","assets/kastamonu-entegre/original/yuzey-ps60-magma/ps60-magma.svg","sha256:a57df68c4f537075cfbdba4f4d5eecd16d5aa42b18b5ebd43f9a2159b71662d6","26802","512","512","optimize-and-archive"
"ke-surface-ps72","yuzey-ps72-leather","surface-icon","https://www.kastamonuentegre.com/uploads/2024/09/ps72-leather.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","ps72-leather.svg","public/images/products/kastamonu-entegre/yuzeyler/ps72-leather.webp","2026-07-26","sha256:a467afbc39afb6314fd3e0c84f8acf438b64646d3696c5b285e297991b848c51","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS72 Leather yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","390031","assets/kastamonu-entegre/original/yuzey-ps72-leather/ps72-leather.svg","sha256:dcad5d161505a2935d2f9a5d96309684413a6236533d2fbdf7781c1bafa2dbf1","66042","512","512","optimize-and-archive"
"ke-surface-ps73","yuzey-ps73-siva","surface-icon","https://www.kastamonuentegre.com/uploads/2024/09/ps73-siva.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","ps73-siva.svg","public/images/products/kastamonu-entegre/yuzeyler/ps73-siva.webp","2026-07-26","sha256:782091ba7291be1d416a668a1e869b9f5adf117728a72a87bfe1dfd7020b045c","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS73 Sıva yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","398549","assets/kastamonu-entegre/original/yuzey-ps73-siva/ps73-siva.svg","sha256:dfc3b47100c49e3268368ead3010bbb534751cf3d581fb5d31061e1bb5566cf9","30254","512","512","optimize-and-archive"
"ke-surface-ps74","yuzey-ps74-soft-mat","surface-icon","https://www.kastamonuentegre.com/uploads/2024/09/ps74-soft-mat.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","ps74-soft-mat.svg","public/images/products/kastamonu-entegre/yuzeyler/ps74-soft-mat.webp","2026-07-26","sha256:054ad43542c1fd692df00f5e9b1b5ef5d36d7dc1bb45f23b312576f96a256721","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS74 Soft Mat yüzey örneği","onaylı","PS74 yüzey adı; mevcut sayfadaki ürün/teknoloji adı 'Softmatt' ile karıştırılmayacak.","348505","assets/kastamonu-entegre/original/yuzey-ps74-soft-mat/ps74-soft-mat.svg","sha256:909d1f4b6def9b0bd8dc085186889d1e305d8296576cc43c8e0889ad40d56630","7936","512","512","optimize-and-archive"
"ke-surface-ps76","yuzey-ps76-art","surface-icon","https://www.kastamonuentegre.com/uploads/2024/09/ps76-art.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","ps76-art.svg","public/images/products/kastamonu-entegre/yuzeyler/ps76-art.webp","2026-07-26","sha256:c79df2fab176e3fd19d32a7409a9655497483e02f97d40632c0649fe4574e1a5","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS76 Art senkronize yüzey örneği","onaylı","Senkronize yüzey niteliği adla birlikte gösterilecek.","268203","assets/kastamonu-entegre/original/yuzey-ps76-art/ps76-art.svg","sha256:14392628b28d63ebce5b1b3eca1ecd3039015b5980f2d03291dd7cb996d017c5","27424","512","512","optimize-and-archive"
"ke-surface-ps77","yuzey-ps77-flow","surface-icon","https://www.kastamonuentegre.com/uploads/2024/09/ps77-flow.svg","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","ps77-flow.svg","public/images/products/kastamonu-entegre/yuzeyler/ps77-flow.webp","2026-07-26","sha256:5a19a1c9252ed7476b0409bcc42c8cfb2bb370288f4e2963603ab011b7e18cf9","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","PS77 Flow yüzey örneği","onaylı","Yüzey/doku örneğidir; renk kartelası değildir.","292741","assets/kastamonu-entegre/original/yuzey-ps77-flow/ps77-flow.svg","sha256:7a4ffcd42ca0ce59f0fe2d2b1a699da3699a38307a01343de739a4358e7fc44f","27984","512","512","optimize-and-archive"
"ke-door-surface-01","doorpan-maun","surface-icon","https://www.kastamonuentegre.com/uploads/2024/12/maun.svg","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","maun.svg","public/images/products/kastamonu-entegre/kapi-paneli/doorpan-maun.webp","2026-07-26","sha256:1f98ab1df782b1e69dca5f20b787503963e791201aceac6c7a37f6b7c49dfda6","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Doorpan Maun yüzey örneği","onaylı","Doorpan yüzey ailesi.","1582708","assets/kastamonu-entegre/original/doorpan-maun/maun.svg","sha256:61ed2fe1c7a2a7dd30b3d7ec29fd88b13b1583adeb4381b6d7f561b11df123a7","24948","512","512","optimize-and-archive"
"ke-door-surface-02","doorpan-fantezi","surface-icon","https://www.kastamonuentegre.com/uploads/2024/12/fantezi.svg","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","fantezi.svg","public/images/products/kastamonu-entegre/kapi-paneli/doorpan-fantezi.webp","2026-07-26","sha256:0a7378e3bf7dfbb4ace2c0a6cad1acbd63a63c8d7a35e3615be52e0d5d424bd3","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Doorpan Fantezi yüzey örneği","onaylı","Doorpan yüzey ailesi.","1866806","assets/kastamonu-entegre/original/doorpan-fantezi/fantezi.svg","sha256:3b9f7cac404f0f5d0d8c132ae82253ccbc9b125e09f8cd874c4ad34ecfc5b3d1","24126","512","512","optimize-and-archive"
"ke-door-surface-03","doorpan-modern","surface-icon","https://www.kastamonuentegre.com/uploads/2024/12/modern.svg","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","modern.svg","public/images/products/kastamonu-entegre/kapi-paneli/doorpan-modern.webp","2026-07-26","sha256:8631af0bf103233eaf92563ac9de783345d00c50625c40ab15c9064d7d9248f4","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Doorpan Modern yüzey örneği","onaylı","Doorpan yüzey ailesi.","2126956","assets/kastamonu-entegre/original/doorpan-modern/modern.svg","sha256:efbf711d4be158aff767a77d2a2eb59390db75bc4cbd1786a50b8906fee4b6c6","18364","512","512","optimize-and-archive"
"ke-door-surface-04","doorpan-freze","surface-icon","https://www.kastamonuentegre.com/uploads/2024/12/freze.svg","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","freze.svg","public/images/products/kastamonu-entegre/kapi-paneli/doorpan-freze.webp","2026-07-26","sha256:d68cc2834ef0195257dedfa58976496bd96a762ad3f5518023050ebc12541477","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Doorpan Freze yüzey örneği","onaylı","Doorpan yüzey ailesi.","1288383","assets/kastamonu-entegre/original/doorpan-freze/freze.svg","sha256:d180f903cd4c535b194e2f78be014b7124e58a2b0b05aad0227e5be21e0e33df","38488","512","512","optimize-and-archive"
"ke-door-surface-05","doorpan-cam","surface-icon","https://www.kastamonuentegre.com/uploads/2024/12/cam.svg","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","cam.svg","public/images/products/kastamonu-entegre/kapi-paneli/doorpan-cam.webp","2026-07-26","sha256:5fae3e9f9fa54e3450322065d078345db964d401217af45f238bc6bf9aacde99","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Doorpan Çam yüzey örneği","onaylı","Doorpan yüzey ailesi.","962973","assets/kastamonu-entegre/original/doorpan-cam/cam.svg","sha256:d38491cdbb35720c4b0d50684444cae61bb457c785b4b7e7e78f3f0b9c71a72d","23090","512","512","optimize-and-archive"
"ke-door-surface-06","doorpan-mese","surface-icon","https://www.kastamonuentegre.com/uploads/2024/12/mese.svg","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","mese.svg","public/images/products/kastamonu-entegre/kapi-paneli/doorpan-mese.webp","2026-07-26","sha256:a130b0840c0d865c3a6b4a085c0cca700316dd9d12d5a102556076c26336a664","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Doorpan Meşe yüzey örneği","onaylı","Doorpan yüzey ailesi.","674606","assets/kastamonu-entegre/original/doorpan-mese/mese.svg","sha256:b9aedf7678e0f19423d7134eb32f475fb32ec918c58c7a10cd1ea259904e6078","28204","512","512","optimize-and-archive"
"ke-door-surface-07","doorpan-duz","surface-icon","https://www.kastamonuentegre.com/uploads/2024/12/duz.svg","https://www.kastamonuentegre.com/tr_tr/urunler/kapi-paneli","duz.svg","public/images/products/kastamonu-entegre/kapi-paneli/doorpan-duz.webp","2026-07-26","sha256:f22f97fd7ec0c62bc374797954d1da6e96754dd1c3ac360feedcb5c955a6ad4d","bayilik-anlasmasi-gorsel-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/kapi-paneli/","Doorpan Düz yüzey örneği","onaylı","Doorpan yüzey ailesi.","2261177","assets/kastamonu-entegre/original/doorpan-duz/duz.svg","sha256:acf19fe30b97f311ac4b707e5c83e6f920f3f8c7307510714c1154d3482a7834","5516","512","512","optimize-and-archive"
"ke-pdf-001","akrilik-panel","catalog-pdf","https://www.kastamonuentegre.com/uploads/2022/12/acrylic-panel-sunum.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","acrylic-panel-sunum.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-akrilik-panel-yil-tbd-v1.pdf","2026-07-26","sha256:b8b8d57be7f3f1b671e9a928a5039a78955dcb0047f842336980d55d0b23fdae","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Akrilik Panel sunumu","onaylı","PDF iç metadata/yayın yılı 2.10B'de doğrulanacak.","7706105","","","","","","metadata-only"
"ke-pdf-002","compact-panel-lam","catalog-pdf","https://www.kastamonuentegre.com/uploads/2026/02/compactlam-panel-katalog-tr-en-2026.pdf","https://www.kastamonuentegre.com/tr_tr/urunler/dekoratif-panel","compactlam-panel-katalog-tr-en-2026.pdf","public/documents/kastamonu-entegre/kastamonu-entegre-compactlam-panel-2026-v1.pdf","2026-07-26","sha256:475183801586b5f9c4b6898f5e13392d521174303cc0ee369dc76eee9ff4e2e0","bayilik-anlasmasi-gorsel-ve-katalog-kullanim-izni; kullanıcı-teyidi-2026-07-26","/urunler/kastamonu-entegre/dekoratif-panel/","Kastamonu Entegre Compactlam Panel 2026 kataloğu","onaylı","TR/EN resmî katalog.","1260102","public/documents/kastamonu-entegre/kastamonu-entegre-compactlam-panel-2026-v1.pdf","sha256:475183801586b5f9c4b6898f5e13392d521174303cc0ee369dc76eee9ff4e2e0","1260102","","","copy-original"
